id,stop_id
250mN301125E445325,"['de:09475:8967:0:1', 'de:09475:8967:0:2']"
250mN301125E446000,"['de:09479:15745:0:1', 'de:09479:15745:0:2']"
250mN301125E447000,"['de:09479:9295:0:1_G', 'de:09479:9295:0:2', 'de:09479:9295:0:1']"
250mN301150E444025,"['de:09475:15224:0:1', 'de:09475:15224:0:1_G', 'de:09475:15224:0:2']"
250mN301150E444775,['de:09475:80775:0:1']
250mN301150E446050,['de:09475:15744:0:2']
250mN301150E446075,['de:09475:15744:0:1']
250mN301150E446925,"['de:09479:15774:0:1', 'de:09479:15774:0:2']"
250mN301150E446975,"['de:09479:15773:0:1', 'de:09479:15773:0:2']"
250mN301150E447000,"['de:09479:10074:0:1_G', 'de:09479:10074:0:2', 'de:09479:10074:0:1']"
250mN301150E447025,"['de:09479:9290:0:1_G', 'de:09479:9290:0:2_G', 'de:09479:9290:0:1', 'de:09479:9290:0:2']"
250mN301175E445950,"['de:09475:8823:0:1', 'de:09475:8823:0:2']"
250mN301175E447025,"['de:09479:9289:0:1_G', 'de:09479:9289:0:1']"
250mN301175E447050,"['de:09479:80766:1:1', 'de:09479:80766:2:2', 'de:09479:80766', 'de:09479:80766:90', 'de:09479:80766:2:1', '000010320104', '000010320105']"
250mN301200E443525,"['de:09477:3692:0:1', 'de:09477:3692:0:2']"
250mN301200E444425,['de:09475:9057:0:1']
250mN301200E444450,['de:09475:9057:0:2']
250mN301200E446925,['de:09479:15775:0:2']
250mN301200E446950,"['de:09479:17067:0:2', 'de:09479:15775:0:1']"
250mN301200E446975,"['de:09479:15776:0:1', 'de:09479:15776:0:2', 'de:09479:17067:0:1']"
250mN301200E447025,"['de:09479:9289:0:2_G', 'de:09479:9289:0:2']"
250mN301225E444125,"['de:09475:15225:0:1', 'de:09475:15225:0:1_G', 'de:09475:15225:0:2']"
250mN301225E444425,"['de:09475:80743:1:1', 'de:09475:80743', 'de:09475:80743:90']"
250mN301225E444750,"['de:09475:11688:0:1', 'de:09475:11688:0:2']"
250mN301225E445425,['de:09475:9122:3:2']
250mN301225E445725,"['de:09475:10527:1:1', 'de:09475:10527:2:1', 'de:09475:10527', 'de:09475:10527:91', 'de:09475:10527:92']"
250mN301225E446275,"['de:09475:8832:0:1', 'de:09475:8832:0:2']"
250mN301225E447025,['de:09479:17064:0:1']
250mN301250E444775,['de:09475:80803:0:1']
250mN301250E445425,"['de:09475:9122:1:1', 'de:09475:9122:91', 'de:09475:9122:92', 'de:09475:9122']"
250mN301250E445700,"['de:09475:9123:0:1', 'de:09475:9123:0:2']"
250mN301250E446125,"['de:09475:8824:0:1', 'de:09475:8824:0:2']"
250mN301250E446150,"['de:09475:9294:0:1', 'de:09475:9294:0:2']"
250mN301250E447025,"['de:09479:9285:0:1_G', 'de:09479:9285:0:2_G', 'de:09479:17064:0:2', 'de:09479:9285:0:1', 'de:09479:9285:0:2']"
250mN301275E445425,"['de:09475:9122:2:1', 'de:09475:9122:2:2', 'de:09475:17779:0:1', 'de:09475:17779:0:2', '000010110705', '000010110706']"
250mN301275E445750,"['de:09475:17778:0:1', 'de:09475:17778:0:2']"
250mN301275E447050,['de:09479:17165:0:1']
250mN301275E447250,"['de:09479:17066:0:1', 'de:09479:17066:0:2']"
250mN301300E444175,"['de:09475:9054:0:1_G', 'de:09475:9054:0:2', 'de:09475:9054:0:1']"
250mN301300E444275,"['de:09475:9055:30:1', 'de:09475:9055:30:2', '000010317403', '000010317404']"
250mN301300E444300,"['de:09475:9055:1:1', 'de:09475:9055:90', 'de:09475:9055']"
250mN301300E446000,"['de:09464:8831:0:1', 'de:09464:8831:0:2', 'de:09475:80496:91', 'de:09475:80496:95']"
250mN301325E444350,"['de:09475:9056:0:1', 'de:09475:9056:0:2']"
250mN301325E446000,"['de:09475:80496:1:1', 'de:09475:80496:2:2', 'de:09475:80496', 'de:09475:80496:92', 'de:09475:80496:93', 'de:09475:80496:94', 'de:09475:80496:96']"
250mN301350E443600,"['de:09477:3693:0:1', 'de:09477:3693:0:2']"
250mN301350E445950,"['de:09475:8828:0:1', 'de:09475:8828:0:2', 'de:09475:8829:0:1', 'de:09475:8829:0:2']"
250mN301350E445975,"['de:09475:8827:0:1', 'de:09475:8827:0:2']"
250mN301375E444650,"['de:09475:80804:0:1', 'de:09475:80804:0:2']"
250mN301375E445800,['de:09475:9125:0:1']
250mN301375E445900,"['de:09475:80498_G', 'de:09475:80498:1:1', 'de:09475:80498:2:2', 'de:09475:80498', 'de:09475:80498:30', 'de:09475:80498:90', 'de:09475:80498:91', 'de:09475:80498:92', '000010110105']"
250mN301375E445925,"['de:09475:8821:0:1', 'de:09475:8821:0:2']"
250mN301375E445950,"['de:09475:8834:0:1', 'de:09475:8834:0:2']"
250mN301400E445250,"['de:09475:8837:0:1', 'de:09475:8837:0:2']"
250mN301400E445725,['de:09475:8836:0:2']
250mN301400E445850,"['de:09475:9124:0:1', 'de:09475:9124:0:2']"
250mN301400E445875,"['de:09475:8830:0:1', 'de:09475:8830:0:2']"
250mN301425E444250,"['de:09475:9053:0:1_G', 'de:09475:9053:0:2', 'de:09475:9053:0:1']"
250mN301425E445700,['de:09475:8836:0:1']
250mN301425E445975,"['de:09475:8833:0:1', 'de:09475:8833:0:2']"
250mN301425E446575,"['de:09475:9272:0:1', 'de:09475:9272:0:2']"
250mN301450E443300,"['de:09477:3746:0:1', 'de:09477:3746:0:2']"
250mN301450E443675,"['de:09475:80894:0:1', 'de:09475:80894:0:2']"
250mN301450E444025,"['de:09475:81050:0:1', 'de:09475:81050:0:2']"
250mN301450E445125,"['de:09475:8838:0:1', 'de:09475:8838:0:2']"
250mN301450E446975,"['de:09479:9291:0:1_G', 'de:09479:9291:0:1', 'de:09479:9291:0:2']"
250mN301450E447375,"['de:09475:9269:0:1_G', 'de:09475:9269:0:2_G', 'de:09475:9269:0:1', 'de:09475:9269:0:2']"
250mN301475E443875,"['de:09475:80937:0:1', 'de:09475:80937:0:2']"
250mN301475E443925,"['de:09475:81049:0:1', 'de:09475:81049:0:2']"
250mN301475E444150,"['de:09475:80936:0:1', 'de:09475:80936:0:2']"
250mN301475E444300,"['de:09475:80914:0:1', 'de:09475:80914:0:2', 'de:09475:12928:0:1']"
250mN301475E444375,"['de:09475:9052:30:1', '000010317503']"
250mN301475E444400,"['de:09475:9052:1:1', 'de:09475:9052:30:2', 'de:09475:9052:90', 'de:09475:9052', '000010317504']"
250mN301475E447200,"['de:09475:9268:0:1_G', 'de:09475:9268:0:2_G', 'de:09475:9268:0:1', 'de:09475:9268:0:2']"
250mN301500E443325,"['de:09477:3747:0:1', 'de:09477:3747:0:2']"
250mN301500E443825,"['de:09475:80912:0:1', 'de:09475:80912:0:2']"
250mN301500E444250,"['de:09475:12927:0:1', 'de:09475:12927:0:2']"
250mN301500E444275,"['de:09475:8556:0:1_G', 'de:09475:8556:0:2_G', 'de:09475:8556:0:1', 'de:09475:8556:0:2']"
250mN301500E444325,['de:09475:81876:0:1']
250mN301500E445025,"['de:09475:8839:0:1', 'de:09475:8839:0:2']"
250mN301500E446125,['de:09475:9288:0:1']
250mN301500E446150,['de:09475:9288:0:2']
250mN301500E446675,"['de:09475:9271:0:1', 'de:09475:9271:0:2']"
250mN301525E443650,"['de:09475:80899:0:1', 'de:09475:80899:0:2']"
250mN301525E444325,"['de:09475:9221:0:1_G', 'de:09475:9221:0:2_G', 'de:09475:9221:0:1', 'de:09475:9221:0:2']"
250mN301525E446575,"['de:09475:11393:0:1', 'de:09475:11393:0:2']"
250mN301550E443750,"['de:09475:80901:0:1', 'de:09475:80901:0:2']"
250mN301550E444350,"['de:09475:9051:0:1_G', 'de:09475:9051:0:2_G', 'de:09475:9051:0:1', 'de:09475:9051:0:2']"
250mN301550E444400,"['de:09475:11689:0:1', 'de:09475:11689:0:2']"
250mN301550E446225,"['de:09475:9287:0:1', 'de:09475:9287:0:2']"
250mN301575E443450,"['de:09477:3748:0:1', 'de:09477:3748:0:2']"
250mN301575E443625,"['de:09475:80897:0:1', 'de:09475:80897:0:2']"
250mN301575E446850,"['de:09475:9270:0:1', 'de:09475:9270:0:2']"
250mN301600E443600,"['de:09477:3750:0:1', 'de:09477:3750:0:2']"
250mN301600E444350,"['de:09475:9050:0:1', 'de:09475:9050:0:2']"
250mN301625E443900,"['de:09475:80933:0:1', 'de:09475:80933:0:2']"
250mN301625E444250,"['de:09475:9069:0:1', 'de:09475:9069:0:2']"
250mN301625E445900,"['de:09475:8818:0:1', 'de:09475:8818:0:2']"
250mN301625E446475,['de:09475:9286:0:2']
250mN301625E446500,['de:09475:9286:0:1']
250mN301625E446575,"['de:09475:9284:0:1', 'de:09475:9284:0:2', 'de:09475:83541:0:1', 'de:09475:83541:0:2', 'de:09475:83541:0:1_G', 'de:09475:83541:0:2_G']"
250mN301650E446575,"['de:09475:8835:0:1_G', 'de:09475:8835:0:2_G', 'de:09475:8835:0:1', 'de:09475:8835:0:2']"
250mN301650E446800,"['de:09475:9267:0:1_G', 'de:09475:9267:0:2_G', 'de:09475:9267:0:1', 'de:09475:9267:0:2']"
250mN301675E446650,"['de:09475:9266:0:1_G', 'de:09475:9266:0:2_G', 'de:09475:9266:0:1', 'de:09475:9266:0:2']"
250mN301700E446600,"['de:09475:9254:0:1_G', 'de:09475:9254:0:2_G', 'de:09475:9254:0:1', 'de:09475:9254:0:2']"
250mN301725E444175,"['de:09475:9068:0:1', 'de:09475:9068:0:2']"
250mN301725E446575,"['de:09475:9252:1:1', 'de:09475:9252:1:2', 'de:09475:9252:2:1', 'de:09475:9252:2:2', 'de:09475:9252:90', 'de:09475:9252:91', 'de:09475:9252', '000010320004', '000010320005']"
250mN301725E446700,['de:09475:83540:0:1']
250mN301750E446275,"['de:09475:9307:1:1', 'de:09475:9307:2:1', 'de:09475:9307:30:1', 'de:09475:9307:30:2', 'de:09475:9307:91', 'de:09475:9307:92', 'de:09475:9307', '000010319905', '000010319906']"
250mN301775E444050,"['de:09475:9067:0:1', 'de:09475:9067:0:2']"
250mN301775E445875,"['de:09475:8814:0:1', 'de:09475:8814:0:2']"
250mN301775E446625,"['de:09475:80120:0:1', 'de:09475:80120:0:2']"
250mN301800E445875,"['de:09475:8813:0:1', 'de:09475:8813:0:2']"
250mN301800E446525,"['de:09475:7903:0:1', 'de:09475:7903:0:2']"
250mN301800E446725,"['de:09475:9280:0:1', 'de:09475:9280:0:2']"
250mN301825E443775,"['de:09475:15123:0:1', 'de:09475:15123:0:2']"
250mN301825E444225,['de:09475:9066:0:2']
250mN301825E446175,"['de:09475:9306:0:1', 'de:09475:9306:0:2']"
250mN301850E444225,['de:09475:9066:0:1']
250mN301850E445850,['de:09475:8812:0:1']
250mN301850E445875,['de:09475:8812:0:2']
250mN301875E444500,"['de:09475:9048:0:1', 'de:09475:9048:0:2']"
250mN301875E445850,"['de:09475:8815:3:4', 'de:09475:8815:3:5', 'de:09475:8815:4:3', 'de:09475:8815:93']"
250mN301875E445875,"['de:09475:8815:1:2', 'de:09475:8815:2:1', 'de:09475:8815:2:2', 'de:09475:8815:70', 'de:09475:8815:81', 'de:09475:8815:91', 'de:09475:8815:92', 'de:09475:8815_G', 'de:09475:8815', '000010105008', '000010105009']"
250mN301875E445925,"['de:09475:9305:0:1', 'de:09475:9305:0:2']"
250mN301875E446700,"['de:09475:80121:0:1', 'de:09475:80121:0:2']"
250mN301900E443175,"['de:09475:8954:0:1', 'de:09475:8954:0:2']"
250mN301900E445200,['de:09475:9215:0:1']
250mN301900E445225,['de:09475:9215:0:2']
250mN301900E445250,"['de:09475:9214:0:1', 'de:09475:9214:0:2']"
250mN301900E445275,"['de:09475:9213:0:1', 'de:09475:9213:0:2']"
250mN301900E445400,"['de:09475:9212:0:1', 'de:09475:9212:0:2']"
250mN301900E445825,"['de:09475:8811:0:1', 'de:09475:8811:0:2']"
250mN301900E446425,"['de:09475:9250:0:1', 'de:09475:9250:0:2']"
250mN301950E444375,"['de:09475:9065:0:1', 'de:09475:9065:0:2']"
250mN301950E445825,"['de:09475:8810:0:1', 'de:09475:8810:0:2']"
250mN301950E446325,"['de:09475:9249:0:1', 'de:09475:9249:0:2']"
250mN301975E443325,"['de:09475:8953:0:1', 'de:09475:8953:0:2']"
250mN301975E444500,"['de:09475:9047:0:1', 'de:09475:9047:0:2']"
250mN301975E444525,"['de:09475:9220:0:1', 'de:09475:9220:0:2']"
250mN301975E444675,"['de:09475:9219:0:1', 'de:09475:9219:0:2']"
250mN301975E447225,"['de:09475:9275:0:1', 'de:09475:9275:0:2']"
250mN302000E443650,"['de:09475:8861:0:1', 'de:09475:8861:0:2']"
250mN302000E443675,"['de:09475:786:0:1', 'de:09475:786:0:2']"
250mN302000E444525,"['de:09475:11690:0:1', 'de:09475:11690:0:2']"
250mN302025E443075,['de:09476:16339:0:1']
250mN302025E443425,['de:09475:8952:0:2']
250mN302025E443775,"['de:09475:8949:0:1_G', 'de:09475:8949:0:2_G', 'de:09475:8949:0:1', 'de:09475:8949:0:2']"
250mN302025E443925,"['de:09475:8948:0:1_G', 'de:09475:8948:0:2_G', 'de:09475:8948:0:1', 'de:09475:8948:0:2']"
250mN302025E445000,"['de:09475:9216:0:1', 'de:09475:9216:0:2']"
250mN302025E446225,"['de:09475:9242:0:1', 'de:09475:9242:0:2']"
250mN302050E443100,['de:09476:16340:0:1']
250mN302050E443200,['de:09476:6265:0:1']
250mN302050E443425,['de:09475:8952:0:1']
250mN302050E443675,"['de:09475:8860:0:1', 'de:09475:8860:0:2', 'de:09475:8909:0:1', 'de:09475:8909:0:2']"
250mN302050E444475,"['de:09475:9046:0:1', 'de:09475:9046:0:2']"
250mN302050E445950,"['de:09475:8825:0:1', 'de:09475:8825:0:2', 'de:09475:9243:0:1', 'de:09475:9243:0:2']"
250mN302050E447000,"['de:09475:9279:0:1', 'de:09475:9279:0:2']"
250mN302075E443475,"['de:09475:8951:0:1', 'de:09475:8951:0:2']"
250mN302075E443700,"['de:09475:81056:0:1', 'de:09475:81056:0:2']"
250mN302075E444800,['de:09475:9218:0:1']
250mN302075E444825,['de:09475:9218:0:2']
250mN302075E445100,"['de:09475:9223:0:1', 'de:09475:9223:0:2']"
250mN302075E445550,"['de:09464:99003:0:1', 'de:09464:99003:0:2']"
250mN302075E445800,['de:09464:99010:0:1']
250mN302075E445950,"['de:09475:9244:0:1', 'de:09475:9244:0:2']"
250mN302075E446425,"['de:09475:9251:0:1', 'de:09475:9251:0:2']"
250mN302100E443150,['de:09476:16341:0:1']
250mN302100E443525,"['de:09475:8950:0:1', 'de:09475:8950:0:2']"
250mN302100E444875,['de:09475:9217:0:2']
250mN302100E444900,['de:09475:9217:0:1']
250mN302100E445725,['de:09464:143:0:2']
250mN302100E445775,['de:09464:1030:0:3']
250mN302100E445800,['de:09464:99010:0:2']
250mN302100E445850,['de:09464:1040:0:1']
250mN302100E445950,['de:09475:17400:0:1']
250mN302125E443950,"['de:09475:7970:0:1', 'de:09475:7970:0:2']"
250mN302125E444075,"['de:09475:8944:0:1', 'de:09475:8944:0:2']"
250mN302125E445750,['de:09464:200:0:1']
250mN302125E445800,"['de:09464:144:0:1', 'de:09464:144:0:2']"
250mN302125E446700,"['de:09475:80122:0:1', 'de:09475:80122:0:2']"
250mN302125E447200,"['de:09475:9276:0:1', 'de:09475:9276:0:2', 'de:09475:9277:0:1', 'de:09475:9277:0:2']"
250mN302150E443675,"['de:09475:8859:0:1', 'de:09475:8859:0:2']"
250mN302150E443700,"['de:09475:8947:0:1', 'de:09475:8947:0:2']"
250mN302150E445775,['de:09464:27:0:2']
250mN302150E445800,['de:09464:1007:0:2']
250mN302150E445950,"['de:09475:9292:0:1', 'de:09475:9292:0:2', 'de:09475:9292:0:3']"
250mN302150E447100,"['de:09475:9278:0:1', 'de:09475:9278:0:2']"
250mN302175E445625,['de:09464:119:0:1']
250mN302175E445725,['de:09464:129:0:1']
250mN302175E445775,"['de:09464:26:0:3', 'de:09464:920:0:1']"
250mN302175E445800,"['de:09464:26:0:1', 'de:09464:26:0:2']"
250mN302175E445825,"['de:09464:133:0:1', 'de:09464:133:0:2', 'de:09464:133:0:1_G', 'de:09464:133:0:2_G']"
250mN302200E444150,"['de:09475:7969:0:1', 'de:09475:7969:0:2', 'de:09475:8943:0:1', 'de:09475:8943:0:2']"
250mN302200E445575,['de:09464:55:0:1']
250mN302200E445600,"['de:09464:56:0:1', 'de:09464:56:0:2']"
250mN302200E445625,['de:09464:119:0:2']
250mN302200E445675,"['de:09464:120:0:1', 'de:09464:120:0:2', 'de:09464:120:0:1_G', 'de:09464:120:0:2_G']"
250mN302200E445750,"['de:09464:25:0:1', 'de:09464:25:0:2', 'de:09464:25:0:2_G']"
250mN302200E445825,['de:09464:134:0:2']
250mN302200E445900,"['de:09475:9245:0:1', 'de:09475:9245:0:2', 'de:09475:9245:0:3']"
250mN302200E446025,"['de:09475:9241:0:1', 'de:09475:9241:0:2']"
250mN302225E444500,"['de:09475:9045:0:1', 'de:09475:9045:0:2']"
250mN302225E445550,['de:09464:54:0:1']
250mN302225E445600,"['de:09464:118:0:1', 'de:09464:118:0:2']"
250mN302225E445625,['de:09464:117:0:1']
250mN302225E445650,['de:09464:117:0:2']
250mN302225E445775,"['de:09464:24:0:1', 'de:09464:24:0:2']"
250mN302225E445825,['de:09464:134:0:1']
250mN302225E445900,"['de:09475:9293:0:1', 'de:09475:9293:0:2']"
250mN302225E445975,"['de:09475:9247:0:1', 'de:09475:9247:0:2']"
250mN302225E446075,"['de:09475:9240:0:1', 'de:09475:9240:0:2']"
250mN302225E447150,['de:09475:9283:0:1']
250mN302250E443975,"['de:09475:8858:0:1', 'de:09475:8858:0:2']"
250mN302250E445550,['de:09464:153:0:1']
250mN302250E445600,['de:09464:57:0:1']
250mN302250E445700,"['de:09464:116:0:1', 'de:09464:116:0:2']"
250mN302250E445800,"['de:09464:23:0:1', 'de:09464:23:0:2']"
250mN302250E445850,"['de:09464:135:0:1', 'de:09464:135:0:2']"
250mN302250E446125,"['de:09475:15259:0:1', 'de:09475:15259:0:2']"
250mN302250E446675,"['de:09475:80132:0:1', 'de:09475:80123:0:1']"
250mN302250E447150,"['de:09475:9282:0:1', 'de:09475:9282:0:2']"
250mN302275E443825,"['de:09475:8946:0:1', 'de:09475:8946:0:2']"
250mN302275E443850,"['de:09475:17401:0:1', 'de:09475:17401:0:2']"
250mN302275E445575,['de:09464:53:0:1']
250mN302275E445650,"['de:09464:58:0:1', 'de:09464:59:0:1']"
250mN302275E445725,"['de:09464:115:0:1', 'de:09464:115:0:2']"
250mN302275E445800,['de:09464:136:0:1']
250mN302275E445825,"['de:09464:22:0:3', 'de:09464:22:0:6', 'de:09464:22:0:3_G', 'de:09464:22:0:2']"
250mN302275E446050,"['de:09475:9238:0:1', 'de:09475:9238:0:2']"
250mN302275E446100,"['de:09475:9239:0:1', 'de:09475:9239:0:2']"
250mN302300E443000,['de:09476:16136:0:1']
250mN302300E444225,"['de:09475:8941:0:1', 'de:09475:8941:0:2']"
250mN302300E445600,['de:09464:52:0:1']
250mN302300E445650,['de:09464:51:0:W']
250mN302300E445675,['de:09464:51:0:N']
250mN302300E445725,"['de:09464:114:0:N', 'de:09464:114:0:S', 'de:09464:114:0:N_G', 'de:09464:114:0:S_G']"
250mN302300E445750,['de:09464:180:0:2']
250mN302300E445800,['de:09464:136:0:2']
250mN302300E446650,"['de:09475:80124:0:1', 'de:09475:80124:0:2']"
250mN302325E444200,['de:09475:15262:0:1']
250mN302325E445275,"['de:09464:1400:0:1', 'de:09464:1400:0:1_G']"
250mN302325E445300,['de:09464:1300:0:1']
250mN302325E445450,['de:09464:74:0:1']
250mN302325E445525,"['de:09464:87:0:2', 'de:09464:87:0:3']"
250mN302325E445550,['de:09464:87:0:1']
250mN302325E445625,"['de:09464:1200:0:1', 'de:09464:1200:0:3', 'de:09464:1200:0:5', 'de:09464:1200:0:1_G', 'de:09464:1200:0:2']"
250mN302325E445700,"['de:09464:113:0:1', 'de:09464:113:0:2']"
250mN302325E445750,['de:09464:180:0:1']
250mN302325E445800,"['de:09464:19:1:1a', 'de:09464:19:2:6a', 'de:09464:19:3:10a', 'de:09464:19:3:8a']"
250mN302325E445975,"['de:09475:17078:0:1', 'de:09475:17078:0:2']"
250mN302325E446625,"['de:09475:80126:0:1', 'de:09475:80126:0:2']"
250mN302325E446650,"['de:09475:80125:0:1', 'de:09475:80125:0:2']"
250mN302325E447075,['de:09475:9281:0:1']
250mN302350E444725,"['de:09475:80746:1:1', 'de:09475:80746', 'de:09475:80746:90']"
250mN302350E445425,['de:09464:73:0:3']
250mN302350E445450,['de:09464:73:0:2']
250mN302350E445575,"['de:09464:88:0:1', 'de:09464:88:0:2']"
250mN302350E445650,"['de:09464:49:0:1', 'de:09464:49:0:2']"
250mN302350E445675,"['de:09464:50:0:1', 'de:09464:50:0:2']"
